idhh,idindividual,site,larvaepos,adultpos,Latitude,Longitude,An. Stephensi pos
DDUIC-022-C3,DDUIC-022-C3-F03,DDU,Negative,Negative,812150,1064918,Negative
DDUIC-022-C3,DDUIC-022-C3-F04,DDU,Negative,Negative,812150,1064918,Negative
DDUIC-022-C3,DDUIC-022-C3-F05,DDU,Negative,Negative,812150,1064918,Negative
DDUIC-022,DDUIC-022-F01,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-022,DDUIC-022-F02,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-022,DDUIC-022-F03,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-022,DDUIC-022-F04,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-023-C1,DDUIC-023-C1-F01,DDU,Negative,Negative,812157,1064881,Negative
DDUIC-023-C1,DDUIC-023-C1-F02,DDU,Negative,Negative,812157,1064881,Negative
DDUIC-023-C1,DDUIC-023-C1-F03,DDU,Negative,Negative,812157,1064881,Negative
DDUIC-023-C1,DDUIC-023-C1-F04,DDU,Negative,Negative,812157,1064881,Negative
DDUIC-023-C1,DDUIC-023-C1-F05,DDU,Negative,Negative,812157,1064881,Negative
DDUIC-023-C2,DDUIC-023-C2-F01,DDU,Negative,Negative,812173,1064751,Negative
DDUIC-023-C2,DDUIC-023-C2-F02,DDU,Negative,Negative,812173,1064751,Negative
DDUIC-023-C2,DDUIC-023-C2-F03,DDU,Negative,Negative,812173,1064751,Negative
DDUIC-023-C2,DDUIC-023-C2-F04,DDU,Negative,Negative,812173,1064751,Negative
DDUIC-023-C2,DDUIC-023-C2-F05,DDU,Negative,Negative,812173,1064751,Negative
DDUIC-023-C3,DDUIC-023-C3-F01,DDU,Negative,Negative,812173,1064751,Negative
DDUIC-023-C3,DDUIC-023-C3-F02,DDU,Negative,Negative,812173,1064751,Negative
DDUIC-023-C3,DDUIC-023-C3-F03,DDU,Negative,Negative,812173,1064751,Negative
DDUIC-023,DDUIC-023-F01,DDU,Negative,Negative,811897,1064791,Negative
DDUIC-023,DDUIC-023-F02,DDU,Negative,Negative,811897,1064791,Negative
DDUIC-023,DDUIC-023-F03,DDU,Negative,Negative,811897,1064791,Negative
DDUIC-024-C1,DDUIC-024-C1-F01,DDU,Negative,Negative,812147,1064831,Negative
DDUIC-024-C1,DDUIC-024-C1-F02,DDU,Negative,Negative,812147,1064831,Negative
DDUIC-024-C1,DDUIC-024-C1-F03,DDU,Negative,Negative,812147,1064831,Negative
DDUIC-024-C2,DDUIC-024-C2-F01,DDU,Negative,Negative,811995,1064758,Negative
DDUIC-024-C2,DDUIC-024-C2-F02,DDU,Negative,Negative,811995,1064758,Negative
DDUIC-024-C2,DDUIC-024-C2-F03,DDU,Negative,Negative,811995,1064758,Negative
DDUIC-024-C2,DDUIC-024-C2-F04,DDU,Negative,Negative,811995,1064758,Negative
DDUIC-024-C2,DDUIC-024-C2-F05,DDU,Negative,Negative,811995,1064758,Negative
DDUIC-024-C3,DDUIC-024-C3-F01,DDU,Negative,Negative,811944,106440,Negative
DDUIC-024-C3,DDUIC-024-C3-F02,DDU,Negative,Negative,811944,106440,Negative
DDUIC-024-C3,DDUIC-024-C3-F03,DDU,Negative,Negative,811944,106440,Negative
DDUIC-024-C3,DDUIC-024-C3-F04,DDU,Negative,Negative,811944,106440,Negative
DDUIC-024-C3,DDUIC-024-C3-F05,DDU,Negative,Negative,811944,106440,Negative
DDUIC-024,DDUIC-024-F01,DDU,Negative,Negative,811897,1064791,Negative
DDUIC-024,DDUIC-024-F02,DDU,Negative,Negative,811897,1064791,Negative
DDUIC-024,DDUIC-024-F03,DDU,Negative,Negative,811897,1064791,Negative
DDUIC-024,DDUIC-024-F04,DDU,Negative,Negative,811897,1064791,Negative
DDUIC-025-C1,DDUIC-025-C1-F01,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-025-C1,DDUIC-025-C1-F02,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-025-C1,DDUIC-025-C1-F03,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-025-C1,DDUIC-025-C1-F04,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-025-C2,DDUIC-025-C2-F01,DDU,Negative,Negative,812150,1064881,Negative
DDUIC-025-C2,DDUIC-025-C2-F02,DDU,Negative,Negative,812150,1064881,Negative
DDUIC-025-C2,DDUIC-025-C2-F03,DDU,Negative,Negative,812150,1064881,Negative
DDUIC-025-C2,DDUIC-025-C2-F04,DDU,Negative,Negative,812150,1064881,Negative
DDUIC-025-C2,DDUIC-025-C2-F05,DDU,Negative,Negative,812150,1064881,Negative
DDUIC-025-C3,DDUIC-025-C3-F01,DDU,Negative,Negative,81895,1064860,Negative
DDUIC-025-C3,DDUIC-025-C3-F02,DDU,Negative,Negative,81895,1064860,Negative
DDUIC-025-C3,DDUIC-025-C3-F03,DDU,Negative,Negative,81895,1064860,Negative
DDUIC-025,DDUIC-025-F01,DDU,Negative,Negative,811888,1064821,Negative
DDUIC-025,DDUIC-025-F02,DDU,Negative,Negative,811888,1064821,Negative
DDUIC-025,DDUIC-025-F03,DDU,Negative,Negative,811888,1064821,Negative
DDUIC-025,DDUIC-025-F04,DDU,Negative,Negative,811888,1064821,Negative
DDUIC-026-C1,DDUIC-026-C1-F01,DDU,Negative,Negative,811944,1064840,Negative
DDUIC-026-C1,DDUIC-026-C1-F02,DDU,Negative,Negative,811944,1064840,Negative
DDUIC-026-C1,DDUIC-026-C1-F03,DDU,Negative,Negative,811944,1064840,Negative
DDUIC-026-C2,DDUIC-026-C2-F01,DDU,Negative,Negative,812150,1064918,Negative
DDUIC-026-C2,DDUIC-026-C2-F02,DDU,Negative,Negative,812150,1064918,Negative
DDUIC-026-C2,DDUIC-026-C2-F03,DDU,Negative,Negative,812150,1064918,Negative
DDUIC-026-C2,DDUIC-026-C2-F04,DDU,Negative,Negative,812150,1064918,Negative
DDUIC-026-C2,DDUIC-026-C2-F05,DDU,Negative,Negative,812150,1064918,Negative
DDUIC-026-C3,DDUIC-026-C3-F01,DDU,Negative,Negative,811944,1064840,Negative
DDUIC-026-C3,DDUIC-026-C3-F02,DDU,Negative,Negative,811944,1064840,Negative
DDUIC-026-C3,DDUIC-026-C3-F03,DDU,Negative,Negative,811944,1064840,Negative
DDUIC-026,DDUIC-026-F01,DDU,Negative,Negative,812147,1064831,Negative
DDUIC-026,DDUIC-026-F02,DDU,Negative,Negative,812147,1064831,Negative
DDUIC-026,DDUIC-026-F03,DDU,Negative,Negative,812147,1064831,Negative
DDUIC-026,DDUIC-026-F04,DDU,Negative,Negative,812147,1064831,Negative
DDUIC-027-C1,DDUIC-027-C1-F01,DDU,Negative,Negative,811897,1064791,Negative
DDUIC-027-C1,DDUIC-027-C1-F02,DDU,Negative,Negative,811897,1064791,Negative
DDUIC-027-C1,DDUIC-027-C1-F03,DDU,Negative,Negative,811897,1064791,Negative
DDUIC-027-C1,DDUIC-027-C1-F04,DDU,Negative,Negative,811897,1064791,Negative
DDUIC-027-C2,DDUIC-027-C2-F01,DDU,Negative,Negative,812145,1064792,Negative
DDUIC-027-C2,DDUIC-027-C2-F02,DDU,Negative,Negative,812145,1064792,Negative
DDUIC-027-C2,DDUIC-027-C2-F03,DDU,Negative,Negative,812145,1064792,Negative
DDUIC-027-C2,DDUIC-027-C2-F04,DDU,Negative,Negative,812145,1064792,Negative
DDUIC-027-C3,DDUIC-027-C3-F01,DDU,Negative,Negative,811987,1064856,Negative
DDUIC-027-C3,DDUIC-027-C3-F02,DDU,Negative,Negative,811987,1064856,Negative
DDUIC-027-C3,DDUIC-027-C3-F03,DDU,Negative,Negative,811987,1064856,Negative
DDUIC-027-C3,DDUIC-027-C3-F04,DDU,Negative,Negative,811987,1064856,Negative
DDUIC-027,DDUIC-027-F01,DDU,Negative,Negative,812166,1064842,Negative
DDUIC-027,DDUIC-027-F02,DDU,Negative,Negative,812166,1064842,Negative
DDUIC-027,DDUIC-027-F03,DDU,Negative,Negative,812166,1064842,Negative
DDUIC-027,DDUIC-027-F04,DDU,Negative,Negative,812166,1064842,Negative
DDUIC-027,DDUIC-027-F05,DDU,Negative,Negative,812166,1064842,Negative
DDUIC-027,DDUIC-027-F06,DDU,Negative,Negative,812166,1064842,Negative
DDUIC-028-C1,DDUIC-028-C1-F01,DDU,Negative,Negative,812173,1064751,Negative
DDUIC-028-C1,DDUIC-028-C1-F02,DDU,Negative,Negative,812173,1064751,Negative
DDUIC-028-C1,DDUIC-028-C1-F03,DDU,Negative,Negative,812173,1064751,Negative
DDUIC-028-C1,DDUIC-028-C1-F04,DDU,Negative,Negative,812173,1064751,Negative
DDUIC-028-C2,DDUIC-028-C2-F01,DDU,Negative,Negative,812173,1064751,Negative
DDUIC-028-C2,DDUIC-028-C2-F02,DDU,Negative,Negative,812173,1064751,Negative
DDUIC-028-C2,DDUIC-028-C2-F03,DDU,Negative,Negative,812173,1064751,Negative
DDUIC-028-C2,DDUIC-028-C2-F04,DDU,Negative,Negative,812173,1064751,Negative
DDUIC-028-C2,DDUIC-028-C2-F05,DDU,Negative,Negative,812173,1064751,Negative
DDUIC-028-C2,DDUIC-028-C2-F06,DDU,Negative,Negative,812173,1064751,Negative
DDUIC-028-C3,DDUIC-028-C3-F01,DDU,Negative,Negative,811003,1064794,Negative
DDUIC-028-C3,DDUIC-028-C3-F02,DDU,Negative,Negative,811003,1064794,Negative
DDUIC-028-C3,DDUIC-028-C3-F03,DDU,Negative,Negative,811003,1064794,Negative
DDUIC-028,DDUIC-028-F01,DDU,Negative,Negative,812145,1064292,Negative
DDUIC-028,DDUIC-028-F02,DDU,Negative,Negative,812145,1064292,Negative
DDUIC-028,DDUIC-028-F03,DDU,Negative,Negative,812145,1064292,Negative
DDUIC-029-C1,DDUIC-029-C1-F01,DDU,Negative,Negative,812166,1064842,Negative
DDUIC-029-C1,DDUIC-029-C1-F02,DDU,Negative,Negative,812166,1064842,Negative
DDUIC-029-C1,DDUIC-029-C1-F03,DDU,Negative,Negative,812166,1064842,Negative
DDUIC-029-C1,DDUIC-029-C1-F04,DDU,Negative,Negative,812166,1064842,Negative
DDUIC-029-C1,DDUIC-029-C1-F05,DDU,Negative,Negative,812166,1064842,Negative
DDUIC-029-C2,DDUIC-029-C2-F01,DDU,Negative,Negative,811895,1064860,Negative
DDUIC-029-C2,DDUIC-029-C2-F02,DDU,Negative,Negative,811895,1064860,Negative
DDUIC-029-C2,DDUIC-029-C2-F03,DDU,Negative,Negative,811895,1064860,Negative
DDUIC-029-C3,DDUIC-029-C3-F01,DDU,Negative,Negative,812045,1064869,Negative
DDUIC-029-C3,DDUIC-029-C3-F02,DDU,Negative,Negative,812045,1064869,Negative
DDUIC-029-C3,DDUIC-029-C3-F03,DDU,Negative,Negative,812045,1064869,Negative
DDUIC-029-C3,DDUIC-029-C3-F04,DDU,Negative,Negative,812045,1064869,Negative
DDUIC-029,DDUIC-029-F01,DDU,Negative,Negative,811894,1064766,Negative
DDUIC-029,DDUIC-029-F02,DDU,Negative,Negative,811894,1064766,Negative
DDUIC-029,DDUIC-029-F03,DDU,Negative,Negative,811894,1064766,Negative
DDUIC-029,DDUIC-029-F04,DDU,Negative,Negative,811894,1064766,Negative
DDUIC-029,DDUIC-029-F05,DDU,Negative,Negative,811894,1064766,Negative
DDUIC-030-C1,DDUIC-030-C1-F01,DDU,Negative,Negative,811894,1064766,Negative
DDUIC-030-C1,DDUIC-030-C1-F02,DDU,Negative,Negative,811894,1064766,Negative
DDUIC-030-C1,DDUIC-030-C1-F03,DDU,Negative,Negative,811894,1064766,Negative
DDUIC-030-C1,DDUIC-030-C1-F04,DDU,Negative,Negative,811894,1064766,Negative
DDUIC-030-C2,DDUIC-030-C2-F01,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-030-C2,DDUIC-030-C2-F02,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-030-C2,DDUIC-030-C2-F03,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-030-C2,DDUIC-030-C2-F04,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-030-C2,DDUIC-030-C2-F05,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-030-C3,DDUIC-030-C3-F01,DDU,Negative,Negative,812147,1064831,Negative
DDUIC-030-C3,DDUIC-030-C3-F02,DDU,Negative,Negative,812147,1064831,Negative
DDUIC-030-C3,DDUIC-030-C3-F03,DDU,Negative,Negative,812147,1064831,Negative
DDUIC-030-C3,DDUIC-030-C3-F04,DDU,Negative,Negative,812147,1064831,Negative
DDUIC-030-C3,DDUIC-030-C3-F05,DDU,Negative,Negative,812147,1064831,Negative
DDUIC-030,DDUIC-030-F01,DDU,Negative,Negative,812104,1064912,Negative
DDUIC-030,DDUIC-030-F02,DDU,Negative,Negative,812104,1064912,Negative
DDUIC-030,DDUIC-030-F03,DDU,Negative,Negative,812104,1064912,Negative
DDUIC-030,DDUIC-030-F04,DDU,Negative,Negative,812104,1064912,Negative
DDUIC-030,DDUIC-030-F05,DDU,Negative,Negative,812104,1064912,Negative
DDUIC-030,DDUIC-030-F06,DDU,Negative,Negative,812104,1064912,Negative
DDUIC-031-C1,DDUIC-031-C1-F01,DDU,Negative,Negative,812147,1064831,Negative
DDUIC-031-C1,DDUIC-031-C1-F02,DDU,Negative,Negative,812147,1064831,Negative
DDUIC-031-C1,DDUIC-031-C1-F03,DDU,Negative,Negative,812147,1064831,Negative
DDUIC-031-C1,DDUIC-031-C1-F04,DDU,Negative,Negative,812147,1064831,Negative
DDUIC-031-C2,DDUIC-031-C2-F01,DDU,Negative,Negative,811987,1064856,Negative
DDUIC-031-C2,DDUIC-031-C2-F02,DDU,Negative,Negative,811987,1064856,Negative
DDUIC-031-C2,DDUIC-031-C2-F03,DDU,Negative,Negative,811987,1064856,Negative
DDUIC-031-C2,DDUIC-031-C2-F04,DDU,Negative,Negative,811987,1064856,Negative
DDUIC-031-C3,DDUIC-031-C3-F01,DDU,Negative,Negative,812166,1064842,Negative
DDUIC-031-C3,DDUIC-031-C3-F02,DDU,Negative,Negative,812166,1064842,Negative
DDUIC-031-C3,DDUIC-031-C3-F03,DDU,Negative,Negative,812166,1064842,Negative
DDUIC-031-C3,DDUIC-031-C3-F04,DDU,Negative,Negative,812166,1064842,Negative
DDUIC-031,DDUIC-031-F01,DDU,Negative,Negative,812147,1064750,Negative
DDUIC-031,DDUIC-031-F02,DDU,Negative,Negative,812147,1064750,Negative
DDUIC-031,DDUIC-031-F03,DDU,Negative,Negative,812147,1064750,Negative
DDUIC-031,DDUIC-031-F04,DDU,Negative,Negative,812147,1064750,Negative
DDUIC-032-C1,DDUIC-032-C1-F01,DDU,Negative,Negative,812166,1064843,Negative
DDUIC-032-C1,DDUIC-032-C1-F02,DDU,Negative,Negative,812166,1064843,Negative
DDUIC-032-C1,DDUIC-032-C1-F03,DDU,Negative,Negative,812166,1064843,Negative
DDUIC-032-C1,DDUIC-032-C1-F04,DDU,Negative,Negative,812166,1064843,Negative
DDUIC-032-C2,DDUIC-032-C2-F01,DDU,Negative,Negative,812145,1064792,Negative
DDUIC-032-C2,DDUIC-032-C2-F02,DDU,Negative,Negative,812145,1064792,Negative
DDUIC-032-C2,DDUIC-032-C2-F03,DDU,Negative,Negative,812145,1064792,Negative
DDUIC-032-C2,DDUIC-032-C2-F04,DDU,Negative,Negative,812145,1064792,Negative
DDUIC-032-C3,DDUIC-032-C3-F01,DDU,Negative,Negative,812150,1064918,Negative
DDUIC-032-C3,DDUIC-032-C3-F02,DDU,Negative,Negative,812150,1064918,Negative
DDUIC-032-C3,DDUIC-032-C3-F03,DDU,Negative,Negative,812150,1064918,Negative
DDUIC-032,DDUIC-032-F01,DDU,Negative,Negative,812151,1064756,Negative
DDUIC-032,DDUIC-032-F02,DDU,Negative,Negative,812151,1064756,Negative
DDUIC-032,DDUIC-032-F03,DDU,Negative,Negative,812151,1064756,Negative
DDUIC-032,DDUIC-032-F04,DDU,Negative,Negative,812151,1064756,Negative
DDUIC-033-C1,DDUIC-033-C1-F01,DDU,Negative,Negative,811894,1064766,Negative
DDUIC-033-C1,DDUIC-033-C1-F02,DDU,Negative,Negative,811894,1064766,Negative
DDUIC-033-C1,DDUIC-033-C1-F03,DDU,Negative,Negative,811894,1064766,Negative
DDUIC-033-C1,DDUIC-033-C1-F04,DDU,Negative,Negative,811894,1064766,Negative
DDUIC-033-C1,DDUIC-033-C1-F05,DDU,Negative,Negative,811894,1064766,Negative
DDUIC-033-C2,DDUIC-033-C2-F01,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-033-C2,DDUIC-033-C2-F02,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-033-C2,DDUIC-033-C2-F03,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-033-C2,DDUIC-033-C2-F04,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-033-C2,DDUIC-033-C2-F05,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-033-C2,DDUIC-033-C2-F06,DDU,Negative,Negative,812048,1064912,Negative
DDUIC-033-C3,DDUIC-033-C3-F01,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-033-C3,DDUIC-033-C3-F02,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-033-C3,DDUIC-033-C3-F03,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-033-C3,DDUIC-033-C3-F04,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-033-C3,DDUIC-033-C3-F05,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-033-C3,DDUIC-033-C3-F06,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-033,DDUIC-033-F01,DDU,Negative,Negative,811894,1064766,Negative
DDUIC-033,DDUIC-033-F02,DDU,Negative,Negative,811894,1064766,Negative
DDUIC-033,DDUIC-033-F03,DDU,Negative,Negative,811894,1064766,Negative
DDUIC-033,DDUIC-033-F04,DDU,Negative,Negative,811894,1064766,Negative
DDUIC-034-C1,DDUIC-034-C1-F01,DDU,Negative,Negative,812145,1064792,Negative
DDUIC-034-C1,DDUIC-034-C1-F02,DDU,Negative,Negative,812145,1064792,Negative
DDUIC-034-C1,DDUIC-034-C1-F03,DDU,Negative,Negative,812145,1064792,Negative
DDUIC-034-C1,DDUIC-034-C1-F04,DDU,Negative,Negative,812145,1064792,Negative
DDUIC-034-C2,DDUIC-034-C2-F01,DDU,Negative,Negative,812756,1064881,Negative
DDUIC-034-C2,DDUIC-034-C2-F02,DDU,Negative,Negative,812756,1064881,Negative
DDUIC-034-C2,DDUIC-034-C2-F03,DDU,Negative,Negative,812756,1064881,Negative
DDUIC-034-C2,DDUIC-034-C2-F04,DDU,Negative,Negative,812756,1064881,Negative
DDUIC-034-C3,DDUIC-034-C3-F01,DDU,Negative,Negative,812173,1064751,Negative
DDUIC-034-C3,DDUIC-034-C3-F02,DDU,Negative,Negative,812173,1064751,Negative
DDUIC-034-C3,DDUIC-034-C3-F03,DDU,Negative,Negative,812173,1064751,Negative
DDUIC-034-C3,DDUIC-034-C3-F04,DDU,Negative,Negative,812173,1064751,Negative
DDUIC-034,DDUIC-034-F01,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-034,DDUIC-034-F02,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-034,DDUIC-034-F03,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-035-C1,DDUIC-035-C1-F01,DDU,Negative,Negative,812151,1064956,Negative
DDUIC-035-C1,DDUIC-035-C1-F02,DDU,Negative,Negative,812151,1064956,Negative
DDUIC-035-C1,DDUIC-035-C1-F03,DDU,Negative,Negative,812151,1064956,Negative
DDUIC-035-C1,DDUIC-035-C1-F04,DDU,Negative,Negative,812151,1064956,Negative
DDUIC-035-C1,DDUIC-035-C1-F05,DDU,Negative,Negative,812151,1064956,Negative
DDUIC-035-C2,DDUIC-035-C2-F01,DDU,Negative,Negative,811894,1064766,Negative
DDUIC-035-C2,DDUIC-035-C2-F02,DDU,Negative,Negative,811894,1064766,Negative
DDUIC-035-C2,DDUIC-035-C2-F03,DDU,Negative,Negative,811894,1064766,Negative
DDUIC-035-C2,DDUIC-035-C2-F04,DDU,Negative,Negative,811894,1064766,Negative
DDUIC-035-C3,DDUIC-035-C3-F01,DDU,Negative,Negative,812045,1064869,Negative
DDUIC-035-C3,DDUIC-035-C3-F02,DDU,Negative,Negative,812045,1064869,Negative
DDUIC-035-C3,DDUIC-035-C3-F03,DDU,Negative,Negative,812045,1064869,Negative
DDUIC-035-C3,DDUIC-035-C3-F04,DDU,Negative,Negative,812045,1064869,Negative
DDUIC-035-C3,DDUIC-035-C3-F05,DDU,Negative,Negative,812045,1064869,Negative
DDUIC-035-C3,DDUIC-035-C3-F06,DDU,Negative,Negative,812045,1064869,Negative
DDUIC-035,DDUIC-035-F01,DDU,Negative,Negative,812150,1064918,Negative
DDUIC-035,DDUIC-035-F02,DDU,Negative,Negative,812150,1064918,Negative
DDUIC-035,DDUIC-035-F03,DDU,Negative,Negative,812150,1064918,Negative
DDUIC-035,DDUIC-035-F04,DDU,Negative,Negative,812150,1064918,Negative
DDUIC-035,DDUIC-035-F05,DDU,Negative,Negative,812150,1064918,Negative
DDUIC-036-C1,DDUIC-036-C1-F01,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-036-C1,DDUIC-036-C1-F02,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-036-C1,DDUIC-036-C1-F03,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-036-C1,DDUIC-036-C1-F04,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-036-C2,DDUIC-036-C2-F01,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-036-C2,DDUIC-036-C2-F02,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-036-C2,DDUIC-036-C2-F03,DDU,Negative,Negative,812170,1064791,Negative
DDUIC-036-C3,DDUIC-036-C3-F01,DDU,Negative,Negative,812151,1064956,Negative
DDUIC-036-C3,DDUIC-036-C3-F02,DDU,Negative,Negative,812151,1064956,Negative
DDUIC-036-C3,DDUIC-036-C3-F03,DDU,Negative,Negative,812151,1064956,Negative
DDUIC-036-C3,DDUIC-036-C3-F04,DDU,Negative,Negative,812151,1064956,Negative
DDUIC-036,DDUIC-036-F01,DDU,Negative,Negative,812756,1064881,Negative
DDUIC-036,DDUIC-036-F02,DDU,Negative,Negative,812756,1064881,Negative
DDUIC-036,DDUIC-036-F03,DDU,Negative,Negative,812756,1064881,Negative
DDUIC-036,DDUIC-036-F04,DDU,Negative,Negative,812756,1064881,Negative
